SAQA Qual ID,QUALIFICATION TITLE,QUALIFICATION TYPE,SAQA LINK,NQF LEVEL,CREDITS,QUALITY PARTNER ,ATTACHMENTS
105019,Tissue Converter Machine Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=105019,NQF Level 4,180,PAMSA  FP&M SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/rWCSaLWXEAN9iUqQEyn5eA/LOf0B3FUyOzhf7r1nxS6rN1vtjNt_i-Oij69-KBV7Xq19mntofhbQhICyNTWLsgn8THO18F23MPB4N2i7kvrtcl6sKtj--a4U17oMsyRPL7nZn8R1PJ9NLhtkSOo98ZIdMS3dhKKZOx66AAo--0G6q5ILrIjO2Y9JpE2c7uy9fU/28Q9AGTfQHg4btcT0K7WXMmXejV_-8--xLx__mqyTqY),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/j-vBFD15b1U6gZdHJHdlcQ/A4UslLZcQGMQ3Fpt97o7jrDCDrze_RsF91IZe8AupBzAQ3OxquoGLrMn_K1js2aG9WKjoFEkzHd5l7Mtm4W6xZZRKXW-qFK_vW0uOVOj87Ij615giGzNBLpl8dQ3bscez2hVZi9G6PN7dNaDGfHPnS2SeebyIWAUEMheUGpq_zA/ti-o14n8kplQh1QbgDjRFNm0EBtFmPJ75Vfr78hc9l8)"
105014,Tissue Core Winder,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=105014,NQF Level 3 ,63,PAMSA  FP&M SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/9tntoeeG5m-D77dj2VSPKA/r5Yt358oboqzqpHmX-ZzoccapyvL_XWvlljzWmhXO0JW1WXHSk4JttHPoWUBikAqSsBZxzRe6NGS2pxzjemrpuratzUumQtMOHwcs7FCMB-_DD1tVI1f4sjdwjc6aCf0c43vW3oDVoZY8mRDZdOh7tMSsdyXnQpHRjaPY_oq6Wk/j6uiE_5HGJz7EFEbIeRVWIP6PsQLpbLASRF-X8utyhM),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/55tLL7qbFA4y35ZE27oxnQ/qlr70XrgmwS8gDyYG4iWPrxu4yUDSTQtsvAcVJJRLcYtjpQ1g940m9y6eqZc0W32oIEWpNFkddHEsSmqQTvRRZF1Jg5GIKNEPlPTKRQ535e7mYCMJSfTZgKR8heewf0mXiexkU2atNarK1b6i4nqKsPisVIw1nEmRigZHTC9HR0/OP4vvRtfmqm2NrmTpsAc7JR6gOcrkF54ok4kH03h50s)"
105018,Tissue Packaging Attendant,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=105018,NQF Level 3 ,86,PAMSA  FP&M SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/98aFkKY0k0CY_-x_IxG5lA/RWkY7dQ3XwMs2mfj_OnA3k6_-I7Q6aWyQCbRCpNtdfsDct-_5iNFCtiVblb9zHIoIOWdNhaHVOTS_buYDoXJ9HD0r_oIHfmubnCSAxcSuJU_zqwndE6kICI6RRCL1hdv8kP9s7REaXTcKGo-X7GWo68LXH5xX2_i0L4pj8MnnMI/Ti5E-ExuY5zPPuu55Kkcvu1bwFfxQSrvuKtUXkPeDcc),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/v6rT-WxRECGrSfN2dN3-vg/i65P2dildjvdiN2QuddKN8LCf4Z9DdrAcT14r2XbsxGs7SYGqkMM1asBhwiTI44B6bXEljhdDm9kAu6GfEapiMskqZ6gbjTJJjCFJK9R_C5-SoZWJ1ERJVAfHjxUm3ta6HpYxTxTtAO00ICDFlV_Mc_hk9bT6iTpfqrGqoq6b7k/3yeHC6Hpw4L4qV6iltphzgtQeFtSUcj0JmXOUqi2CXE)"
105020,Tissue Winder Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=105020,NQF Level 4,125,PAMSA  FP&M SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/7Qx4TaZyI9IZocE1hSMPWA/VqC9l-9m1moK1rxWIBED_vcNmDkwh892YM4Ha7vE7n4ItRHxkGQ0HSr57n50ZzDttsfgNhvRODj7B2PeAJrXxu514X5l3sFcMnrVBumxwcRzvpuGfP86SkwkU4TEKrZo-8l8bfODLRx5mg2fGwxxhhl7uGtes8oLezjn0gJIUoI/XL2yZ7_WJOMl8dA50p4BFqA6PEc3JvPu3zt5b_xQdfI),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/mNbzLVMBrjYRE_xibMegYA/JzTki2dNtmvvClD5mxENDgTxhzpEWvtssUx2zSm1vu5P0NqvNNUUAzaCTNJXhqG71aCqhki3-n_zDM42ZbtleB12mkxV709IDWBhbTyOdt5zkaGj0tPYcI7_FmlEQJUuPu7XkG5Do7qwSwEEp8ijVvwk3DIVmk87SOHZ51AdmpU/NitSi4D4ln36XHBUNIEAVtDPnGAYpuYLasVVq_N4KVQ)"
103091,Tooling CAD Operator,Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=103091,NQF Level 4,67,MERSETA ,
103142,Tooling Machinist,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=103142,NQF Level 5,457,MERSETA ,"EAS document .pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/paQWfQhz9Pv0WgwM49LywQ/iIiMts8-XPFy5SYPkoB--XAqmfrtUkNrQf1tx0uxpC6rbUdaABZnBoSG5yVGFvG40X4WuqRPbHC1rhMx5yMEMgSXMVV1Z9xJAgIADgWIAV_yxXhiSHG14FRLE32lUu1TpehFsqaojuPYWMIGGrsznQ/fEc1wVb29PYe6qOdOzBGqisUv58-7dH35Hz3PurLfIU),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/FmfIBLtSoHLMUiau2ZZTdg/8-3Z_F7nrz47unecamhpKad3gpwFfCGceFRLTFgpjoHB645eV-zLBKZwVL56z5CN9hL2ejqV6C4w_vUQHwHNKldhjDqTeK7wdUITJd4Nx3jU1ll7dkimhdhvilc6HHL1z3pzkNVgqzZxMSf4nKEXqtyfWtemNLVREhhan2EyzLU/fh8sJepvB9gqJBMJOgpmt_eICSocYoOX2Sqq_0--zIo),Learnership-OC- Tooling Machinist NQF Level 5.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/9VGjXQtmM4qGJpjjo2GCpw/9c4DuxHKNm0wTW9r-cx6xWCE2uDF-Kt6ejQEj_hnQNQlNtrR1FsqkNuBYyttgZSLleHqFlXGw02YA5MAlYlf4UeCoPwtncf7CbMVd6gS3aqhFmTKcp6Fw1Ntj-j-uw8Zv6NjFnBWtXPaO5j6bMvvtRMyyNU8NaN_2pK-0TQxoEACeqNdbjHBDyhUnSH2AriC/IDclrY3h1CaGa44-SUZyGDQvFahhLUc_s2RWdVOrf30)"
91796,Toolmaker,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=91796,NQF Level 5,432,NAMB,"OC - Toolmaker - 652201000.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/am_1lCBRtPIJgxfnG5iPPg/4MjMDjQO1SELKtqhCOhDjax-tZzCk837wWtTF4F4FQ3HG0zCCwpsXga6J3h-MDWvUX0_VoqRjMSeCiNPvxE0B0iaXOsYXUXBdxnAFgEeRHOgq8SNkRQ2TwToBBAyq8W8EkZeGIR4tgTZB1maTgPPM9Pplq8I2PPaWmC3fUNvFMc/IYZf2xDdnpdu0mpcOE6KMK1cyxvueVFh5FhlSxK_1XU),652201000 - Curr - OC - Toolmaker.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Tr70IiaFsS7PSxDbDYCLTg/7S45jHcs76ylqvmqV5sPjeIvP5mRH0WF0kpKjc6_H7RDg8Q3ydEC39ay4UfLtF5DUmcNJG2JFzGVrO61pVwkOctcS07oDUKIQQtHCQYuDtdz60xWAJNEGLhU6BHNfrpixkWLoqHOBq6ib3v0zPAJW2mTJqeoEGWNWaQqbR8pQgY/w2guMg0s9qv8ZLgv7Ry0mVMOWczvHp_-5dfTYEqRRKE)"
103177,Toolmaker,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=103177,NQF Level 5,664,NAMB,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/NSiFo0t-H7XmtvHgOxoYMg/hq1xukas2SBzkG2EULhS7Fl7WizrcEChVo2SxzXlPb8dFh51IGp0E_Qd1_3X_fUf-S0Ukv1HV6ogrMwE8eRyi7SU7N-IBR1vyw5N_e64VxThZNIkPPA1zF_XxZnK0G7qGv93JcltEs6nrCtsNg2IUUwtVK7IXyrQ3UpYdcg7V-g/8jiv-hD2U3aBG9TJ9InSFMfQAdZb9oHJD4abcIwFp9k),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/kGvCL9yJDSQpB6s0QIEE4Q/cCBN_MtdvXr9SdaSZhnVzsE3II3TAuSHQWGTroSz-itgfmDr5pqrpVYwTUP3V0H0m4VZGV97dmAKzrbtP2meRFLUq0EQSBry_xsZ9yWsfHMPoQcoepCoQnbnkqqb6N18Zrk-FJkmz7-MEOJiZt0GFktVBSXhL988VYd67eZXM6g/ZIZCa7CfQUrbM82IIMmft5B3T8aYiek9gG4ilsv39hY)"
101865,Tourist Information Officer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=101865,NQF Level 5,280,CATHSSETA    (DHET?),"Tourist Information Officer-External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/5vstgx9adWS_kE5BfJaWnQ/TpMNlmbrUv1uFn3RFRZgW3HSEvxm8w8vNMCaMi2vMxs7dvpnwxEfKRPmBEmDX1jd8_NfIg1tOcZ3jHgGWVVCE96B_lhBM3tlI8Lq4jG66Be2PUik_AiKXs_L_GZvisMC-gQ0DX-OqI2i0iJSb3yxjs_YD1N7_ljYgIptXEtl3J7NzqEBk2bQtLBJwa59KyHSNgb8CfiUZqAGJ0xDmGU7ixfn5zwbx-2hxTBFZWhWATM/e9hiL3ZUWD4fJc6M2nR4Uwxev0VyjD73Tq_6mHHeVqs),Tourist Information Officer-Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ADr_YRdnI_YQcT-NPEI8Eg/U8qW685XXgbyXeKAydfMOowS_x9VNFFa-szS6KYrLsd9ndZZqzyVZ3o67HS_j-_SIeHeOqeRoI3sExf4VsoTkhLHQVGIkAapEoh2Ao93qcB16AIV0q6If6EuEga6WP9BaPBpKoxC6Vuqtho7R47ZJJXuAh8TsxW0X7xfll7x3zrJOg87jP2j0AY5T-RWqqrS/jhoVXwkSeJNuRYm14Z_6Cth1IY8RgHRJaGr98vteo1w)"
117476,Tractor Mechanic,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=117476,NQF Level 4,543,NAMB,"Tractor Mechanic Assessment Specification.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/WQWU3eWr3jUxvPiXFW9peQ/Iz_KtWp4mp3zuubnm5uljyiGbX08S5-SO5Us8RkDLrgv0OezThQIcJomf7tYF1QUjDjemK3AWxU8Djqs8w06EXKSw_3_Qpgp746M9lZNCMSVYvY1nRfFQjRYd5NyinyVh7UewA3E_HqC0gLzSjLNXiQYG5LNTsiD4fVclfJtB1NcCJayiRSVdQP0A-n_ubgZ/FGbp3TM_QOiEcv-dt-P1IVCXWQRDHHhcM8ySVkTicv8),Tractor Mechanic Curriculum - version 1.doc (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/E3ObisjyRr9FvmVfSqYMdw/Q_gVttegOH1VgRrrJlJ9dpAW5rJ4gq7MSaudjmJzEAmaC0OGTUH0oyoeFsIph_ZgVadUo1OuMBLw4wJnxiRKFD0kGayLsT73jLpVrv4k_mMXoa5ca2Fj5QTb2tULRHky5HxW9yu9N08KS79ySpEHeJMjjo8z-39VZqXmeUssbvrJMRKradX0OcAxlbKut0HD/q_XHBCBoaS4qhW7V90ijdeEa3K6_oRluh8FlTlA4AsQ)"
117477,Tractor Mechanic Assistant,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=117477,NQF Level 2,79,MERSETA ,"Tractor Mechanic Assessment Specification.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/NwwUdVWi7Qy2yTQlB_dV_A/Ek6fg3pN_boBdxnmhjPuofktxWQhw3OpJyM1xz9xVwyhRSiwGRrfIZUCkzf-EN7e6gVzqlMIpS1Sd7icCT10pLsLctgjn4iaF-BCsJ4Vq6I2Ur9sjhYNJezavJPN3j1Mi0GlvlPWxbCy6AaYGC-bp-21Zurfj-TirIt_onuY5wDmC9wGIpNO4TeiyCQl2Fov/NOvGRU2I5pejHMSSD-fzdlfzHfv_X3fUocXKT_Dg3gk),Tractor Mechanic Curriculum - version 1.doc (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/pFSLJYLc8fqxOOJblXpvJw/fuofeUmAt0kHGAAOAnYMH2WV48WS1BQ_V1SoLpYpiLk9_xI2dTs4Ck4Z46B6H6fYDFvfCoM55h6SdsrkTKuvd9-D_TdyGEnGL76YRJ2R20fy4KTDWjt3A8e1xw8D-LJQCL98T5dBm5ZGSlwMcT5chg0E3sHOfh2ku7zw8tOicYsRPkfYh8VaBeOrQdDzXYCr/xkKVVhiz_AxjPpfmIEITKz6ipsN6SmzrxjkrBmMitxQ)"
117014,Tractor Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=117014,NQF Level 2,43,CONSTRUCTION SETA,"Construction Plant Operator -Curriculum Document Version 1.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/pymHh4kFYw6J9Y59ZTmWYw/QTsthy8ICP9jdYjSS3Y5fU0f6xnMKMWrgECklXToAJnNYaqFC49lQnRj3j3Yc13FvNE6leZLtXwemE2uuaQWpj93-TZtmV8gBr19T7q16sAlPugXjx5rE7pc775_rMp0nhM3xCqnSD5fg30AN3M56h_mYKPahaIv_0xmEnblJHbpaG0_fGFZivF0_c0R8UOaViqxpxeu_f4ly7ozTFwouQ/rhJdb33-X5ig_viDKnD9yUuagrKhj6941ikChQHJKFU),Construction Plant Operator-External Assessment Specification  Version 3.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/oOaxnNqAXjHIlEU67ehHVQ/szVBrzmuX8YhNsE82xQjlI9jvy8fOdtNTaA77SAP3mOEPLbFRJCMGOqAG_hMDQtOolOc-_tmZQ1KXU43lKx64Brb9vZo8ZoonBq2jcYMCxp4aSJEgjjh0nhktnx0VdsdAWBj3cnuvb8ReC3VW2E3K9O3M3mSd_fIL3_smZ4uu_x5XRlLFeMumud_zy5EB9Yk-d5GfjMVQuGxI_kS7tOUobqAZhoXM9gS5pvTllSSSUk/j1AyTIu16Wf1Ws75N3R6CTq0MJFVPhm9JLNxZ3e7AQ8)"
121912,Tractor Service Mechanic,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=121912,NQF Level 2,135,MERSETA,
118790,Trade Unionist,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118790,NQF Level 4,190,ETDP SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/xJY9mVcCerd2SHUG_VQDxQ/TaKxEzY_mogDFvKheBTajeBV1nBV6fXEOaeTvlNlxCXMCj14Hz9_5jqaCtEFwkLdoWUIZbFy9PRiFt4tXHXB4L9xOGuTm-zOzJD4iHwq4elr_7pMM0AR8h8XmE26cT6HJs2tir6AzWkuwkhn5ivYhHd499C6Ze3x0IgnqMzLaw0/_s78xrJchvJKnoC6J94BNZykloR9i2tat40eydwFYpc),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/bPmyjhmYx_b70lDCPFAryA/0CFf45eoOnnMaLBAu2_7vUwMr6Vy32M9rAdjOpSLFNJTGGPJ4lfKBrTDBBO_GmeEUiGFM6wuojy6g7GtP6SQbtMxehzBHSXm4MC45iov6tTmE_lKqm2TrMofTzS2YYABFA3EK02CRyaxn-ZgiZXI2Q6Xhnz_o1-HfGIHqs6cgN4/pXMUqljtIaagWJUap5mVFa4Mz7_yQ2Q6hyYz_w8C-c8),OC Trade Unionist L4 190.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/tZj5T9SdMOerJlpO9_07DQ/peSdZAvusPi-yn8A3_kf6_-_qB8iwic0fiM9c0TA1KsM3Pf3qS19CVFegx4ZUmyPfcEJ66-5iCmEsbV0bmOGk81fYpGNwIperbu_zVwVHaUlWvL3gCsNKOO2JvHN9sQSgDxVheulPIIBCgzAw8DtUX2aZKjqqrLvHug1neaLnaU/R1D7KAS77MJKj7sMcOHLty3ACX3N-glAHfx85Kk_ntg)"
121688,Traffic Officer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=121688,NQF Level 6,371,SASSETA,"Traffic Officer_Ext Assess Spec.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/QoME-DK19-HLimMKRUnbzg/F-qi8BR5SgZ8lp7BA1utnJfZNXAQw5hOxuFTuR27N2_sAz1iMxOaNSnXNVOgC7LNA7zwhA953Abog6jZpYsr1_FNH9verrogYoiiCcsre_lH9gKxgffl7BtP-2KmJ-4vDFgFcdk8yBQN1GSSP8RHipqC8cMFyK7H0MnyF8qLm-4B3g7YXqn8-n8hSN5x_or3/cxf08R_IMZXPvpq2G1Nimh2GRo7ftMgfpICNebz-riI),TRAFFIC OFFICER CURRICULUM.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Q15lYHIydYg08Axwn1AYiw/IzBjDGUS6U-2taVDhYGJwecgO0SvPZWUQhzMG0fKGPwyNTJ_oHphK_1zbRp9sgc4nao7eUb_rqUJeU9xYbHaJRwfU41GdH7vt6548nvgtHe_w3X13DYJWs5qO3ZWXCmJnSCYaGlMyKY375Td09a3Vy_ydNQKlKmEIhRefNb8lYojwbUAalplxQ-bfhHRsfds/w_PVA1fZbvXTLYkxxKDCYIu4low3dd_hBO-oBRfuTdo)"
97639,Traffic Officer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=97639,NQF Level 6,406,SASSETA RTMC,
121005,Train Control Officer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=121005,NQF Level 5,129,TETA,"EAS - Train Control Officer.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/_fY-VeEu7aJS8sZctdsW_A/L4ueRZmiu3cuBzF54hkz7B8w3v_X8O88WOprMAoEtF5v8AWo_eYcqm-9rXmEZ3Rv_D-rm0SYsdJiMOwiaH7lDU_kXgI4x4Y-pdGspR357wwBb_uPd5lXIfExt1iCXIoNbMdaQYGeohHJId_3103BE4DOQ2bcC7uNo8NwyTGDkcNup0I8HBd62crUzrUo1uv9/BQ3xhDsfPhYxKr7Vb0PDAaYBtHBBRsPUmlutsTpqcPc),Curriculum - Train Control Officer.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/cUTEV1luF2Yx9LpnZFFC-A/hXrqdyrJJvIHAFtV7fa_P8EYdBaDKNIwfysEquSY7j9F84yNtWWOi2L-4hkj65i5a3cUvXFn3tpJNcyjdPgIEvy8jzBhZEzaMlfwkzkLCraFd55fwkKC3iw8EkfY-6-EGuB68mBXdJc74Ls255_173LSjz35-cP_z_uCX4uTN1CYZ9IzOR48iovCBd9VPl5K/YRbbuASh9XC_s7bEwF4zH2KNcMVhiTBNFBBoD5qfUwM)"
97391,Train Driver,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=97391,NQF Level 4,121,TETA,"731101000 External Assessment Specifications - Occupational Certificate Train Driver.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/h0yI06S17gp0bf3uAwMnyA/-vphk_vCR4o7Se_bvUGG0DuI9ecHd3tvaEbkQMY3mBURf0LvG7Bji3U9pMBI5h1q9ereECY7mFMp_7hNQ9gZIQCf_bwtlJpu6gLVMr6J5zf4tf3rXfha9PCeO17T5PLUeOaEKBQFMLoRrnBFRj7JMav9JfI0D-KYSxYxHxcE4oLMefYf35S1ITvjNpa3o2A8_zRpKu7BSRzW24rwzu29P7tWJ6MRkDYtVnVeXHpZr3g/XLrKUhkf27ri4ZgC361KkQW7oldeQCYSj5bdJnWvlEk),731101000 - Curriculum Document Train Driver.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/nAFb3OkVNmCG4r4VgyIBQQ/ivuOWmuU41RiJAyP6X1YjjmQkxyWfPFYZtDDYA9zpzl_2XJ6uDj1o--p-3y9vE96V7_pgySTgcVJQ1JBx2kUccLmu2Hd0jEVBhxQkDC9TWpsHRG0wKeEJnJVfvU2BfCnO3qDuSucSpjI2v3Z45UOg7yj6d4pxDVhWi_jAfyOzpjO61nyrOEC2hAj6dIPAF9C/Mutz_Qcfis9fe--U1hQe-hwdKLPykl-LbB-lsBJdFts)"
101321,Training and Development Practitioner,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=101321,NQF Level 5,190,ETDP SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/QVRmF28z-JHit7Q5phrq2w/lUrv9Cs6PNK_FFOR048lsXHL5EA57zM3-zF9CnAzgpe92ZvyRCtYtxFFs2_nX05WhXP7w7F2ZzFvqvcgIZ7t--PM_DnRuwV7OxR8nP53SShpC2VvesmTOeklKuCkWyw4He-16tu5sDGoBNRh8kpetgjicSw5NmSJKD7BILrsfX8/u-cVUvkbTwhXJFK0q1IC7BYB2SsyqG6M-u4c26KyrdQ),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/190987BGHEUkpqqYPQnKng/aoy9ZPiDxa5BM8ZuoyJ2RAIVllLOCr6xc5pgBpfzkwehNp-W5o-kHAM1uxVurxj13C9P1pYEF_ZiR1gt4gBArRTEGgfx-jjN0xFuIn9HQ8FXekWI-XbLUodB22HdsCPBoHYRTwhjtrxZEas5BR6Ms9jLPGYWKMItTbV2kWFl4AQ/MvbHy9MbOGb7jBNXhWTOE3Gbs23fcQ7VWG7Jssh2G_o),Learnership-OC- Training and Development Practitioner NQF Level 5.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/CTmSvbp2m2c73bZDSY2itA/CsQxMnDlFXGx5HyT6vlI_XcQRNCvvqiJdLs91DYjJPuWoN0Kz2jA1wwl6K-P-bQfb5NJg2KfWPur6K2ycPcYqyniIp8cApnJAmLs0u0OxcRh1fyfmzgqdFrftNBx48HmUKOlMOSg14Jfl8agdUTe24gubCOKB28NKDk2tsLMh4SSn5Q24OaeywBy2k-Ap_LvEj0ndNWHku436u16MNMMSg/lOmjB9QGwM3O99ZrVgNBXSMau98AAfK2HXfo1Xh6-Sw)"
118747,Transit Protection Driver ,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118747,NQF Level 5,29,SASSETA,"Close Protector Assessment Specifications.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/-91bnCn4xa3uKWcYyzN6Yg/68mHSIq3TA-ayikK2xjXVtzn4kTRW7uTbj07p9ThltuQ70oadtzEqT_guYfER6Mu0n_R3uN-he5J2CEp9wOF6gBCmGskDJz00afPYCv3cBXxsukLIReFSndhKfS1Fe3CD9n4CnSNRh5LGHgfmUrrgOenlTDFYEbHAG_N2bS3Lsy3qtzg48PjXxhKfJE5malN/w5LqaPbUPSXowr5AJL7wa7JIJzilPtlo9Kkxg68Srvo),Close Protecor Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/GpJYjHv3VbtzBnIsaiPs4Q/pHKWxI2xJEfdYS2j6p8hw3qE3MFaSXBpTuQ95bVeV9r5oSGvyQWTQy9JPdLBy9fboVAnQe_y5xXBbr0HMs0BKEGlOwqIxZi0E6CdJ9BUF2mUVbq60l2gVXT9XNetDl5tYM3SC7RXFbCwlMs-8-RTasn6-V1iY-ln5tAPS-25UZQ/ofNhB3IYxyGlB7ZUr6SAij214ua_qjGuBvB0c8O2uMU)"
94025,Transport Clerk,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=94025,NQF Level 4,121,TETA,"432301001 External Assessment Specifications - Occupational Certificate Transport Clerk.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/copJCV_mIWUlXPvptmZznA/HwmVvuBk0AgCR2q9hWRsHMhCFOVSlV85mKDxB7V0lPiSDV5KtAHHBnDJmQ19DEERNzZgVVArP9j4gXGqx68j_6EIZ2Af3yiDMiaOMb5o0nVuzSht9qtCOEClYe3uGi1ZvCkUx75Clfel19o3NCdN_iv9rkBfKa6GmEYdmB10nVEiVWeRMRzT_xgH7se3P0eaGA4BjUUNOMYj0g6nHgh-w7DCt4J-U5kebBmHegKSaJk/5SozWy0QKrnu9UOn5KOzNIeTCojQbKyZC6BhHLa1j9U),432301001 - Curriculum Document Transport Clerk.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Lhe7J3iZqHa5Pz0elGpJ2Q/cdpIk4Mn9LnvBktrWiZOsusO6FYSfbcn9VlOeY9IFAdrIRrVxwqlObYmHWyIVehlRYaQ4BbC29LsP5n69yjL3WEm_C5f8M2ffPFBlESY9q2-Tk5g5jiojv7FrPnjJiFm9fGiSM1LJfP7C22oU5z32ifEorqA3n4mXOMDXrFxZiktQK2cwXVI-JUj5np4D1QF/iiN-YC2FLXkIEpaZVVJa5a8BVRpc0j6T4BSV4NoMQNg)"
117042,Transportation Electrician (Automotive Electrician),Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=117042,NQF Level 4,554,NAMB,"Automotive Electricial EAS - Version 1.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/fzvr75agKFZDLWM3rhxiHw/kWK8YkCT0jJeOvYf7yxjEW166YHzkwkN4a5GrPHPMBvrSaVTQ7DQBgeaZSHkZqLI2yk1kzgZGsmiUKT00waMQkoH2K7lwcY1twn_F5Y1bIvalz-iTZX7mC4_mW6dGQOIHVNvhrdQTReUPdNhs_chsePKLXdsWbDKUVVszXTlk0d4NH0Ea62_3XzAiCxTvRs5/lM-gqz9FkC8-mkq4QJKV279iRMjft44BFH4hIIeZtFg),Automotive Electrician Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/B2W3WnXzSPlq0ieE7UGaZQ/HggVg_xHZhjlBd05ycKB9_Qdo2v_nSqtyw8cVjRI_a03bnQSHkDFFhc0yVP5bwjUF18Yz8n61q4Z0YR_rmDTJqmyPpw4GnibkHVeCd23Rf2vfqE2Qlnv9X3jREAjt8e4GPTyNJt5OahsZgJtacTRPLAafGWqpc2BHg00obwoR2CPO44R2oADb0RbjnQveeaj/b_BGswABpZ8wxEvbQjqlHdpZpzwktPGXgQF9GeGZad0)"
