SP ID,Skills Programme Title,NQF Level,Credits,Attachments
SP-250710,Project Management Facilitator (Project Management for Non-Project Managers) ,6,60,"SP Doc Project Management Facilitator 6 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/uYe9ioB8lg9aBivvyioweA/Xu2RC3dTDUr96kxWGglW9aLFD83crbDz3CLrC044Go5cb5xBAVLWmuloZT_HRoT1WEyL-k3C-ZXhpCpXKI__nSQbzHI1yvqe4adx73D_-KXq8gGQfXkT-YyHKbi9whcf2q4eba_NVSMJgs-WPzwv7JrqoF2xPhu-uY4xFaKivf8NLnVUIEmk-G6nGQ2a2ZpI/Q9TbLqgBbvGk13hsXIowSfP36gfbGXU-DnLlxfjPp6M),SP Curr Project Management Facilitator 6 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/cLWCisP2iV9a2Sr0B1FBOg/LvsIZ6cvTqOtd5lAWfWcwacmpUW3uujQB9C2YnnZntdHQXga11FSRiGQgfC1Q3YDDUafGra4caGBHy4LbjspewMLuBoD4RsOFxUGgwTrGx7p5nQ7MqjscilcRLUXwW_gW_JhTuVbfsnMX8e35sqXZICrbWKT2nYZu1UY9GL-lKR1KnZS5K3ay6p_6OmSk0Hm/AV7_akBkIvDCVJ0BDTM_maCAW5nh5VKQsC6TRwQ6fIg)"
SP-250107,Pumping Plant Operator,2,24,"SP Doc Pumping Plant Operator 2 24 .pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/3oBod9An5XgKGQ8xhM7c6Q/fyB3p45ZtrIr85D7C76Lq7m4obpaNQakv0acczNZALYtkB6gfJUhp3SWBJeswsreYBvqA9Llpy8Fk3PAFnHxI7GK0qBJjwxUDXVQWlVJLJMKRsWeReZxYnq8nqGtCWK82M5Om5CoJxX8QCzo1YN_-GQAC1HXSiF9z9InL1W9jSwwNUUbbbEdcWMHKqe0ecUF/3mDLqK52un4aAYgV9oXAVkBNbQ7Ee_GRn2E53_R_ehE),SP Curr Pumping Plant Operator 2 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/2W8BJBVP87ghZDNq1zTtDQ/3swlOikLpwVjG0szYNgoHefzadJKBwP-M3st6OX1FcPm7zHoI4IpLvRdSZATyy7WqNv78iRxpY7iAfTiGlKUYiq_AcX2Z4UFd5PZsPpnrnx4aTw3RJ_VNxQFpmKH_6SrRG-DEG8Wm9SrRR_QYGbvGco2-kggmAtRh0y_LMXils_hNRXnza9vJn0IAB-FhmXa/chA5IZkXtwPPvzDShEArLASRmPTsytcBozSS2ZhFKgE)"
SP-230375,Python Programmer,4,60,"SP Doc Python Programmer 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/yf1AGWML-UiQq81QYtG5kA/mn3eco6gWB2TeUzhnJTeEleE0veu4wP9IBJ3Pz8fSro7YLE81vj7XajowJRS6N96_LcAoy07gUr2cz7hyaYgb0rj67dwvDXC908Ns7LOMRsrIxDwZI37Qn1M_i26IUSrL6oP98Q7--wHdes13uHdPej6HCPh2hT3VfqI0f3-SFM/vaKpZHY3GF6DBruSss76soWSlNMj_6Px2tDLYob2zNs),SP Curr Python Programmer 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Dz8DvFrAEfFs6QTVvFRdZg/KgNaabOmYf1tVex8PKO-adaU5jEUz2h-qLI39urRJJWiRbTzf-T_xZxcNqGBR6W8VLz5t2QRc_8mHTt4DIrLbVFbrUGtCPVcTqqHTZKdAIqbfc9UAfvhwp-8YQ7XJWv9RxN5Wm4iGV5y3XESgDGgHXrLHyOb-WMXVtMnnX3J1O4/cdbh5gKNEC6mg4wEaAn9zqcERyk3VGtPx3UmC8E0OlY)"
SP-211025,Rail Mounted Gantry Crane C52 Operator,3,40,"SP Doc Rail Mounted Gantry Crane C52 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/PxpbkgGHv4eO1WvqXcDY6w/TjDqYYiMcPyYbRACCy07q0Mbp8-7SVnsyYdVwxkr8zx_B7W9YUlMvyPmzCuN1HyIjvkreAd4xbElOwDESMwk2p4O82Sde9ctnkMZ9K4HDRN_HH__i9dzEn2uMpE4ab4aQZtL3HTDGMOmFDGKK6vaf-77dYR1FHFzKkatlPe1pWoG4cW96q0YAVktemLa-OuG/-60309aJxt0POIbtIbOXJsvKn5FFTj7tzlkf0rjt05M),SP Curr Rail Mounted Gantry Crane C52 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/SepNfBEnfeg0zM4RZiH-sw/hMZZyhnPQIFGcb0EUIifKlq0L281n7VZmY8iHazPyvdyohtwrF120lWwggcIYnIExq0yk6siCuTzpKSMdlidr-k_Q6DQwNgGkFjeXQ8BVO3wva3Mcokwad-dERze4F064JZVRJNiLV8XftyhqAAGtAmMCmjjB9SfBVnRQqjJLl-x-YDh-k3wp1J0lAVfYzIH/XprDlL1d8f2EUSQzTvQt8DBQtCVtq_qDLSjiThAX8bE)"
SP-220318,Rail Mounted Stacker Lift Truck F16 Driver,3,17,"SP Doc Rail Mounted Stacker Lift Truck F16 Driver 3 17.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/aQppBG7VzhLTc0x3l8Ypiw/kgGz4x2VkFRXXbHIFecUiDbKrNURXyahicex8spmMVASnzfkoAbILnaYfBIXhpUzCuby4BBHj7YpNE_HJeHP7FOzJF88M5E18ijUVEv7adOnPUDKrLF2HQVsLNYwLPsPJoFzIx0kEhd7mdqVgdw9PVQGOWhZIbyxQBnb4TOpvZ2vR4M1LbEmbcVUrvS5yMCZ/eI1OpgVTvxssfTTtGHtcBA7hJnDlgNl0lrRYPnR9ZXU),SP Curr Rail Mounted Stacker Lift Truck F16 Driver 3 17.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/tBIRlUAgxj-UUOZ01w8Ogg/2Ywh_GgduCGOsqS5utnoiooqpDPYH3ugoaoJ-NHJV5VPMkkzqcWnBpjxaKvBGnSnoL8_6UN3Lib7-a2gI12O4hTSaq6lyMrj6D5vRhi_dNv9ssOXJDIcy79rOZYzekSuGLHepLyP4qeerSlA1aY0k0lgYhddX6yqQr3J8uJxkPHR2RV7Qy1RGrehf31x7yX6/B1BYMivmJtQ4MRaWF-xnnjzSfYlL4lqV2tGEYnW7_Rk)"
SP-211026,Reach Stacker C48 Operator,3,42,"SP Doc Reach Stacker C 48 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/N960znLwu1RsY_xDcJijRQ/WkJQ4U6FwQm2qpImyf8T8VRmj7PQA1UUV9ho1RtGJaFOlYDRgHE-RwM_taP47k1xJQiAqgpliAVHecqxeGkuL1H-jGBkk0Vki3akzo0NuQ4WezlZ19F99OJrYP_D9yR6s5qlOSCXe3Jrrm-pJWydNR5oIXtHtPW9-oUske5OQ6s/qfZgcqWyWmpP2BDakC__xkRR9_hsf7ilBHPneA2k-vA),SP Curr Reach Stacker C48 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/3CL-RzUoy3rHeUCgwk2XcA/zYquOEa3UnpX4CEjJS7ha9Gl91sUijRAdyEv-GSK-FQ2bv6p5XlPREEOi4qUwARLqzu8DJmVE0O1ixQ7Kd7iWB3y6_fz6mkDARnzZj48hdge5j_6iTlBJ8vptCwzn2RwAWUNinJ0kVQz6Wkd7RcSLCGeReuEZtBpd_1AJ5Duyk8/OBW8-rAjGF629WkrHt-Qpnjy64nAcq2-KtLg9Ah-6vc)"
SP-250306,Road Transport Dangerous Goods Driver,3,4,"SP Doc Road Transport Dangerous Goods Driver 3 4.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BX-5mWaLdw5A52AAkIwn2g/Ax7tGl--FUunCcXLd-HJ0zcLrX6BkZUwOSXpHgiq_4V6S26uqF3w3bmc3wCsgCwz689xs8EzVOsNETUKRxoGtRS5hv5x1GuLc7qvufqidGNrrFhGcn1mtxZ5SZR06UXRCJigItYf3i346I9q_K3QNTclEXfmol8ujpAzctOYaj3jx020yZPwViWgF8DY5FnkMEBKDRbc7aBYVoMadqInJA/DV-hscsRRop4-BMgTdxiwX6-PiBGqJGEDJLmgmhvakA),SP Curr Road Transport Dangerous Goods Driver 3 4.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/v5X3LXb1t6WvZhPx5ijsDA/IXB_eof0t4uhdQ8u06FyfHqW3VNLauQHsdCL8KiYaEFRBo8TECl1EdiMxvkt6lEg9VUQOkIAoFODnQynX_tgJ8puq8DutfCdoolvCr2pdRQ6JfKY3_LZlNKpXELIsFWdfnb2VvnfOgn2i8KhH4z76r6hPrDyZwstODF4cVC3PXFKMiW-Cs-nSq24JVZV0GY8XfjNSw3bhVmZFgfMSAW9Tw/G5tmqEXVzlWL0STmEw1AuQQXW13CDkHNk3M4YUC7x1A)"
SP-211027,Rubber Tyred Gantry Crane C55 Operator,3,40,"SP Doc Rubber Tyred Gantry Crane C55 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/91lthHjQJhA5SpHO84R5xw/WzH7Toq1qr0D-g00sYx4d7ZjubFYaVsAlVB7nJRpHs07iiuDLcfXYasQV70FdWf4Uhq47DzchkAcMKMwfegsGqN7-AnZOHIJtjRHOld1ZAJlYgCPQ0CHcVYIAvIM5ZuROXp6AmIiWLDcZidNAutuzDgbQNlOPNb4jBPLT_3Dd9w8g6t-LLXjFg4wzIv9rBx7/7DQys_BZW0wnLmKggaemO9jznCO2nqnRjxhoc8VxOEE),SP Curr Rubber Tyred Gantry Crane C55 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/jbcHIL9V2llKDQU_qTT9aQ/5t7CW3K0HTw-UA7-5J16TVWgVYzMCM9j4STiqlMMex0bcWiX29NXKK4K_D-JyaZYmT2N673KN8KuIx5DbXR_KQek2HQWpx-Sm-Gpq_i997Q__kdBjFXVNr-rQ5XTAe-E8OpvRgTXPeJ15NO3xlL7FR7fjIHW6WD3K34M38BeM3U3SsnDkWb13DJddhwAxhpT/-DdgS8wC3bBcvA39_d26EtPMxYSgYbKAuHw8d9OUseo)"
SP-250812,Scaffold Fixer,3,24,"SP Doc Scaffold Fixer 3 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/DCftRclIJtHNn9O4ge_mAw/g_dSH9sCt1XWc5uXZAdXA29bZhEUhHrcVKsuBICEaQFtsvd9wrxZ9kehwWacjuLl-8AqoBR-xYqH_5eNBKjeaWUpTSLNWnkp6xd5DWINT1em1pm_mD8OPg0k8KTRTjQkIetjLt2Why63tOUA69EneNDlAGzOVSbs0PutNNI7ta8/3YZ_6PmkGMqzvZiF3-u3i3w55c0Iqx6wrfGWfPTC2dg),SP Curr Scaffold Fixer 3 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Y-4gSssPzYtqefzdtQ3g9A/M-3M_t9ThLcI-se9_AEkjJgm487rhBH-Nn0ZJDf-jLDH0VOcbsqZiI8DWOsqN4AvFW1xjqlvufbnD3H83vHofZC0VsUf82V7UQhDIqie_rWC70YvgecdjJtlXWOmXK7T34A_8_e88l8Iqzm-k_DgRfKJEvoSlczN5DiFtYh3lVw3y-HWgeD0t_E61IC7iHxg/Dn-uwP7RfRytcS9Mx-v2czsiOFoMPSV7qPqj60iTVKM)"
SP-250811,Scaffold Hand,2,14,"SP Doc Scaffold Hand 2 14.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/o-65rfYUjKD_ngCWEpExWw/peHL67ncvd9BB-6PdAkyoqXCE4tTa0qY9i85e9wa7w6aJC-Ccy5I8OoxgQUhNa9LH-MJhVmIzOdu8EhVjV9UfpaNz0qdyZCdh-fLUxkg5n-wJpQF1RZDvpB7BJkWvqwCkD1uATOOQaRw-AqpnrR9rVvwuNRID1veSsOcLsdbHAc/xfPq2Fmh4k6ONom8HUmJfgfxpDUaAZHfJP26STt0g2A),SP Curr Scaffold Hand 2 14.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/_fWrI15uOJhkju0Lts_I9Q/cm-klp4iDJCxt33dJR4H8DMeeGTWD8NUNsaY6pfuoJXvFBBrr5ngYyIvh_2YU4zrDxZNIzMX8wVlbxsvn4IdTyq7jX9uLwtUO9RBzFnxoLyBIz8nOh7m6XTCAb9Sj8pyf9RjT54GSfKTnNdIhw2w4_FdvEajc-LyW_PL45tPLB4/hWBE4nykzd2kOhw7eTQMfiw-dOC2riQFa9GgyACDefY)"
SP-211028,Scotch Derrick Crane C51 Operator,3,40,"SP Doc Scotch Derrick Crane C51 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/7JCC0xpqqm-zC7iBJ0V_CA/4HkdgmvRZQ_KLpXA0Tcb0AhycMWSQVj3blSwTXJVg4LKKB7hQqKZOdsyVQNt3a_wdRRaD5ew2f82IVwEiLg1quu_Db4GpFX3LOqTdEJ9ebb0upbbRVdianYsTgEM2C9WQ3PHaAV8UMJrkSIQVMxbeQJKIowul7uXrM-CZmmqGd-mPnprDOMd_vls-EikALz1/KDACqYx7upBTd5OjUalcwnLcHpzP5joDP4w6VI_nPqM),SP Curr Scotch Derrick Crane C51 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/PyNFOfKYCc4ldUlpx7wQWA/deRajVfcZXz7LxaAC0XP6znu6HH04CRpvlDGgI9PLDdFNjD_TcNjYMo13jrq8lvwRC3WVynmJ29Jdu1J0PhH6kEz6fsjI3G5d6j_ofbH1MeTFuCORaHIy0F0rcJ6OPDGZaMQH7v4F9oJ7i9-zDHdQOTBGlVzisY-6KVywV_LSU_M6oFSupHHCVeXfGmWnB2f/ag_p48aB7HeQImt_F6nAAtgtybNZFl6Rn-IfOVeeoAo)"
SP-211029,Ships Crane C45 Operator,3,40,"SP Doc Ships Crane C45 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/n9RXfEdkIfSMeoBvSytoVA/qQJMDS2X76VlqHrjlXTy-Z_N6TREo1jSCu7L918bh6exM2qaVVOOII6-7XssQXbOmNmCgHOt9WUoC-LIi1t6dCRqEuci6NgAffN1HyBxE5mqGPPJRiI8l-dlL-kuGCoCLQ-1SoG6Oy0h7PzuCNonSHGIF8VbdkMgxdOZpekzKXg/dUL64XMdeUkgBMmyjBOmpUIsFYjX2FHCHP8Mu5O7dvQ),SP Curr Ships Crane C45 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/wCyXKBwUzCrB3J_ivvtXGg/-UrmAUYjIxg-Rjsi8r9QMHDjcVx2Z818Fsh1K8sfYW6aBApsCfY8i-SRrNQwjpbND4K5szEl_so_4GhLP0wHC4M71g3TKU5rO_ndjA-F27eF6QXWy8sw_Wzu5W9YaKsPEVz0m7AvsPMv26QxR3EzKkWZ5vVk65R3EjHLLdnvWEI/UT31ZeVvXyixT-T8_zuBS-eqaAUivNJzPAJA9CjUFT4)"
SP-250125,Shore-side Dangerous Goods Freight Handler,3,8,"SP Doc Shore-Side Dangerous Goods Freight Handler 3 8.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ZyNZRf54U_lnm4P9m0GogQ/osSujv5tgev4k4bNR700e6O_YbeEcq2vITbdvkNTGBgFjr6nLpQmAJrd2lSvfVXFxgc3sSanwQBfiT02YsiSnwEVEX3fRhlv369OXLVCyJEIhV7Q9djVkcPP8H8VlrCen3BkLRs2N2DH7NS4cd6q3UOyoGjuulCpxjXtbL9JRidwDRoiXK90XydBEroA1WFTHmUWbtN7xg2DF-1JaFJWnQ/LeMVOAtgno48RY7NYvv76nNzviEHAQU_5AtLR6sKOm0),SP Curr Shore-side Dangerous Goods Freight Handler 3 8.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/yEvQpIci3B8CJ3WYsmYFSA/bx25Ujv_-Y-nsGhoO6j7bgVfxW42LRB43VN_x41_rikoIztMsuvjgObOpN6EIj3XPghW1KWJCf9Re6jjwtlQb0pf1fsixFNAvYi3DcxdEhsb6EgVgsJtNWSVxd-_hs9iiwD-44hONS6x80jA9WF2peHWPj7geMl2ElNSc2wO4r_J9Ty-h0uP3JAJch15ozlm5AeNexwBHPMJWg85eHMybQ/9O0vyJU210ba-z6Q_sa9aBVzzCCwjHKmrN51HyvLIqo)"
SP-211030,Side Boom Crane C60 Operator,3,42,"SP Doc Side Boom Crane C60 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Ohm7kVHRaB9R9INFMP6-Cw/ePlY0dDHaPObZjY9jW_1nTvxxiqoT_DjnqgxUXY5nPWrz33CuWZE6rByXphFKn2q9zGWbu2bXDREQKsF97nuZRWwPmvg2dku4qzH7K4UEHkfha3WqJQ5urG2J8jnJDJxh3jAgKzJ-7HcOQeWIbYOaLykENFDsbhrjpB5hOECh3g/WNydpRYE48bnziskcFjhOpK6hajd1KZyuMeDSDNuN44),SP Curr Side Boom Crane C60 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/zsqITUTO4odN9RcnebtfhA/A5LqjddcoE3uZfq2isE7-wbIHE1GdwogAqHCRWGU6M6kwZvs3dAUgq2ZnObIOkHQk5qh4gzp5zkZUKX-UgTdeuns6BMSv6LViOUijmvNR4OpGAlmzTc8crKuJ75eHowOLP3GoBuYRHkSmOr_SKEl_V-Rc7nKS1eqXUDpBvuevGqUuwG5UcZ1UqCV0wMlGeaP/JFOg85X-X8Ywv-GSa-jL4fhxN5RWZlc_eRqWnyVAZ6w)"
SP-211031,Side Loader Container C56 Operator,3,42,"SP Doc Side Loader Container C56 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BSXFuvfItNKE7HReEIbjwQ/PXyFC9pz9rPrBf4qSkm-E59R6lc1sU9iW-CtmLHWVWs0OuasoQ2EEk-IhFyrHrcADecWaMA68AUm_iF-sKRex0jVfHoakvLhKVW3atro5gIKJJN997IHYAgM9BWtedJzFK7B0gC8F2YvWHutoW9XyjrzqkUr0Quwcc2C5Kb93g-W9V8ojdngaYRuc3YFdlmu/x6waU6XVnV1SIA1nm0p0NgchWeqhDrfMCXH-NyqjAb4),SP Curr Side Loader Container C56 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/-aEIunnS14UgskqFdxFOKg/_iWbRq-c1iXVng6NnuOMLMRgVyjW_jQRVEO7SPViLFgbTlXRmOrVk42dTXSyyJUwWuHhzTS2c6G3UYFTuwS7U85tNCBuZ3AoyIJpIGWWuQqGGkm77J0KwAGu4TozSmFVnfqk-IVuLJY8mjF4uI3JDNzACkA5SgOy-Xiw4sJPHcUrUo8tfMJkEik43eK3uhJv/wNfeOlqixgWiKIv7lCNh84VLiAmplHSjMeXPCc_fanw)"
"
  SP-240207
  ",Small Domestic Appliance Repairer,3,45,"SP Doc Small Domestic Appliance Repairer 3 45 final.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/6Hv_ImfqGhTJUuOEfPn47Q/ERRgKfYDJJZk5CqpNOjlEQpExspKmSA3RgwbeBHkK0Poxu3k78PLV5Wqdfdotmj_PKydhODi8uCTc5_EDUAj0Lnz2dc-W6GJlJVGVqm1YkLqllt6yR34OCjnqxscO39cdh6zABLoRu8aGEo-v_m1qU-kpnTayEKC7PKGbJQ9dO76NsaJ4ZKeywUDrKia0mCYMTPBgrLzYCVf05k3QYrhuA/Z4sngnwcR2L2yVAOAWxk0YrKiMeD_WnbuS1X5Fd1aBQ),SP Curr Small Domestic Appliance Repairer 3 45 final.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/M4m1F0TPdgrD3M104wR87w/d5Gz3u4ExoY2YXRJCjr8HyfIu6grq2i4Gpg6FMwMkK5N7okpRCamu11sPFA9VG7MF1aEeWBb4aDAW2DXVIiHmnZ2ESyzYoaG8GurKxLXVp6R1kTAIwOnPQbzWKQuO-F01nhNlaWl9-i4hbwniQ8TNcdyDXOF3fBccA2kEUgDwL95xE-fLLvVCQpmFL6x2a2WsYU2OIAovGzOLTrO6XTdFA/jHqlyCygNsmbitrYunO-0c7iKk0rdtJ3XtDiwD51Qi4)"
SP-230203,Store Person Explosives,4,19,"SP Doc Store Person Explosives 4 19.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/0DSr2A-TS0YlQE-y8XGvcg/SLEQnoUNJwLVoyvqyslXxI6DnOXXfyunkkuyLMfHdOCJMV0nshOF0GkJP1E3MWhnwhM-XoVD5BNIjBzNsD790TKjbDVI5SMjYhRDt_Fsp5WHb5ZWnBb5-kTKSvK7vj5DCw_KybUfBPmJtRdjXXmjLR2lUBTCLM5PZEbC9PX_A9U/i5tgg8iW_aR8QtdBYyoA0_RgkTqmmnaZ0mgvsRPIXvY),SP Curr - Store Person Explosives 4 19.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/oIQ0bVLZJmiWXwUvIYNaIw/MzRE6g0O21bHJDj6MDfRok0uNrF_AvX2ohv0YcXSxf5MJEMK-MCgBbxwyMJWkbCGLnB9DMdjJ2IxYpwGNmYnGq5FT9kaDLilxyWBl2gfqHsDdU16GzkqloNBNorosHQUsnCbQmZd29S_HhnxhGM0DwnEibddPCduKsVWB5HCW3o/40e1zILQgpIuI7TzSRYQpB0x8LV8F7lEXii6IPTm1EU)"
SP-211032,Straddle Carrier Operator C49,3,40,"SP Doc Straddle Carrier C49 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BthmQKad025Ud71Lq6IBpA/682u3hb2dIuytyxZMpm9JxJHakpmOWhzBBB7WsXkfr0N0bekvBeTyfEiLBtNvnzXDIzUW313cgGUytQJuLXz6n8W9Bjzo0BfIGG2y8ZfqrBWa90aZ4u34WE-y0Jcx3qB82R8btrtaKyOEyditLWCjYKK25O3Gl5lHDt5eNcjIXdE2fekVZoOV9dAp1kZvoId/IOEuiaz-2Elj_bADXxmISUG9_be47bfe-Sr-yNvyoNg),SP Curr Straddle Carrier C49 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/yEy_u9HK58gOyqpck0lc4g/_uzBfcLNUvrd5nlSRduy3mjuSnKrFn5yWQf3xqU6c8TbqBNhYHQfFIR1SncNK9utvwn4oxiK6d7YwwRZdS3_WU8TBclfK-6CQOHaZqThFS1rYsSzAmPq_p-IKDn-DpmLgZpwzFjDFHNHDySxhC72wJkSAsv-pYCV_XggytBvLWGlIAa25pg4EuNPpTooagKZ/1TcHVKACn6IDE7Dt0-WjelC6sZ_r6dpBA_hQ0aFRmqM)"
SP-250110,Subsurface Utilities Surveyor,2,28,"SP Doc Subsurface Utilities Surveyor 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/hs2R4iSVEwNkG-MJkqx_fA/k7M64B3Ht983wDZw1ktxoC1xewJ0N_aY3aXYdE4EYe9Jy8Pc0I2janEnIjbrrR_91FHdSLTQsTE4QY8Gr4dNYYv20zCkugGrGg5gsTnfO4cPoWsB2QpcWpm2TiySDpOopry1PDc2X9tdQjCzua1KanioR3T7nobyIdAQU04E7MlgcGGm10QV-FvmmA-TLl1C/jApOj6I5T1P4eo-dj2kTb0bjqSGMppUBKolP1K0RKVA),SP Curr Subsurface Utilities Surveyor 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/jRUOMQ69HSFr4urBD_bG3g/gmrS85KxKmnAwd2HMvtybI7h7Ice9zNmH_XXkYl8qpOled_icpJSnHgE2_lPZCIw0ch5KxAGZYkLZ8M2UuVzH1-hhBQfaaEXN8Grya3WmoXsrwmFXX5uHU4vDq_4eIEOTolQA--fZPAd0ZsOLbk9LQ9p0Kk7_EoLl3ERLtHqHMaC0HWL6V89yt__aHC9Lhx1/UbqkAnjjrhl1Rec6_40m3CePw0CVsv2jebUetKYfwVk)"
SP-211032,Sugar Cane Crane Operator C44,3,42,"SP Doc Sugar Cane Crane C44 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/xb2KdoWPONmzk9abRqkEEw/5kPzwmhJwf1GyP-jtBv_mbHp_qSyctVeGvqBGW9_VXPHqr6DcWm42fOA8z7g1qRtE3Ol3yapKWlepxCP74FGuHsNcfiLV5fhm0ok5063pGrMJl9HIlQwv72bNtFy90Fgk0hijPCjhT0sqvgJBdS23y-PIKWFO9naHH22WYUFBbKskztlTHJkIgIeH8ALMKq9/cqK46-pt2Z8RfSjO_IQHJIjui1gL4Om6WGjHRY7lh_A),SP Curr Sugar Cane Crane C44 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ThyoHJdH1IQ68ZxbP-g24g/jfWoh7cCCqwaXnaXyatbM2aXwlRW4J6gFBJVBXqkmmskIkFAFG1FDQrQSyf6qckoJSNEIeNgltbdsWabvr_CUgmQVYfpmDCXj8TA4ppTohoYe8rec-K3AeOUToMvq76jVU50MmzJJVq4E9iv2HM8NcL0wNRwBS4VXmCTFp1Bshhi1s6vuAeMQMLXnyGvXdQ6/TDGaZyFfvNgJXYCNwEkAuDGea6izzvqNCrgWgymXugA)"
SP-221124,Surface Safe Declarer,2,12,"SP Doc Surface Safe Declarer 2 12.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/MRu5gv8AqeBg4a_3dvF9hQ/xsoiHyFx3h2lXl75CldsQpR_bJ7StDdDN0SJgTLQVHWPcA_r-LGxZA4IPDjL-BzHWobV7tCB1-gZe3sVungUuiVTf6bdFuCZ5H7C6lci4WSU-Ew8D59PsiaSCRMe9jg__4DMP0uXTwVmV6pvH0BkWAaD70igjqeJ40UGHEpAQE0aunluGXZi6RMziUmva2Wl/dMG7E5tShqbf123tqQNpyY-rngCJ4-b-FdR-ZGloFn8),SP Curr Surface Safe Declarer 2 12.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Yw80jbuJHXG4K1gHSyXaEg/QA5_qdTtZSpeSjt1hUUaIhTpH_vfRcj8qr7XrnIhPYteKXAbvHVUnu-TcWewZhQ6jiGZF2v-psQlqFA0AS-Ug3mCCEvdHmtUDwsk54iAECKWF9FrXO4DDRpLxNfWfpLhkpd5x8isY772icr9HWRN8H0fo8zd7z0EY64TC17WfaR_jBIK7uC10aTJUFRT7DVT/wqKkrSrvNhvC4pl1oD0mwfNQnSk9dVlJl2Stl3d8PA0)"
"
  SP-221127
  ",Surface Support Installer,2,20,"SP Doc Surface Support Installer 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/efyF0oRS97uxRDVxvqMfhw/nEGeon-6ghJZOcePG3oeY4zF-fRcXfoRnazpjO7fBav0Xu4AtNYSu5s3dMmftVFiHnWgjwxJe_JyvnC3b2-yiryxdZUbOzgNa2fY474ZOlyf69qrW3GEOU7XRsxkESYtrj3CZO_jwAtg-Xvlx_7gwhFTrK0NMhJGzQecDnRHyQPa0A2VosyMArEEVu4ouyqE/MwwRmnyhfjTDz4IrV0MzlM4cbXeq3AtWdD1olyHinMo),SP Curr Surface Support Installer 2 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/YSfrBWK0jSr1aLg_lSX7cA/voqD3bJjDPK9ccTSRPuI7WDxYOvu6odgdCLfY2Ff9l6Vvs17jOCqQftD8TncUEfeZpTqv0HK7OMP0zaHXG4dFPqSKRYoMLYV3rWRBIGJpnCMrD2ohn66kNotBI93KwgllZrDZDuLwMVQ7hC2kRs7awaY3K4lxA_GVsQWFKlenwimlNPXM7G5lNiPNm2TZYEG/34m0XXGs0hd2GLPuP5YND_7UjZiBYCWx6kNQ7G3BnwE)"
